,Losses Discriminator,Losses Generator
0,1.9432945251464844,7.1114182472229
1,1.0298161506652832,5.09986686706543
2,0.9155709743499756,5.984389305114746
3,0.7387621402740479,7.047351837158203
4,0.5060393810272217,6.828845024108887
5,0.6174464225769043,7.325062274932861
6,0.7976297736167908,7.899881362915039
7,0.6924443244934082,7.761676788330078
8,0.7533273696899414,10.112812042236328
9,0.5330212712287903,7.707088470458984
10,1.006194829940796,10.951839447021484
11,0.4494178295135498,8.18918228149414
12,0.7967257499694824,11.782869338989258
13,0.4801039695739746,8.543145179748535
14,0.6555148363113403,11.597980499267578
15,0.23175746202468872,9.255464553833008
16,0.5532775521278381,12.070812225341797
17,0.30408263206481934,9.155068397521973
18,1.2531185150146484,16.948816299438477
19,0.3851022720336914,14.606935501098633
20,0.277078777551651,6.755020618438721
21,3.0043182373046875,18.486114501953125
22,0.5312138795852661,18.876890182495117
23,0.3983130156993866,12.431928634643555
24,0.2624704837799072,7.130521297454834
25,2.2307536602020264,19.297439575195312
26,0.4013853371143341,20.300743103027344
27,0.3605431914329529,14.97701644897461
28,0.2317882478237152,5.621527671813965
29,4.577807903289795,19.168128967285156
30,0.38704225420951843,20.858016967773438
31,0.5989729762077332,16.63819122314453
32,0.23943203687667847,7.924818992614746
33,1.4337111711502075,17.032644271850586
34,0.1885121762752533,18.298433303833008
35,0.1656903624534607,13.90298843383789
36,0.07563350349664688,6.830467700958252
37,2.051729917526245,19.778182983398438
38,0.30419933795928955,22.423809051513672
39,0.1461496651172638,19.336257934570312
40,0.1082264855504036,12.975818634033203
41,0.12841424345970154,5.425240516662598
42,2.7086238861083984,21.103822708129883
43,0.3249710500240326,24.53072166442871
44,0.5672791004180908,21.71472930908203
45,0.09129181504249573,14.899726867675781
46,0.07602383941411972,6.293158054351807
47,2.1489176750183105,20.852142333984375
48,0.26261061429977417,23.74787139892578
49,0.23954680562019348,21.03421974182129
50,0.10824260115623474,15.429720878601074
51,0.05068739876151085,8.285874366760254
52,0.5677092671394348,12.156112670898438
53,0.05450310930609703,11.254980087280273
54,0.0916578397154808,7.746179580688477
55,0.8044408559799194,17.244613647460938
56,0.2839851677417755,18.06802749633789
57,0.1275588870048523,14.344791412353516
58,0.15428249537944794,7.846149921417236
59,0.685321569442749,14.610846519470215
60,0.27691060304641724,15.031288146972656
61,0.38245800137519836,10.992207527160645
62,0.05137509107589722,5.5180864334106445
63,1.591299057006836,24.406517028808594
64,0.513057291507721,28.27198028564453
65,0.326117604970932,28.445236206054688
66,0.15192647278308868,26.017601013183594
67,0.08174039423465729,22.10844612121582
68,0.03226425126194954,16.039718627929688
69,0.06438162922859192,8.955718994140625
70,0.11153893172740936,5.681912422180176
71,0.6633500456809998,16.35004425048828
72,0.07082343846559525,18.286890029907227
73,0.20126909017562866,15.477814674377441
74,0.042189035564661026,10.447042465209961
