,Losses Discriminator,Losses Generator,Accurracy
0,2.014967918395996,6.522346496582031,0.2977346278317152
1,0.18807551264762878,5.027239799499512,0.3058252427184466
2,0.20971547067165375,6.083719253540039,0.31850053937432576
3,0.38860949873924255,5.455352306365967,0.3338727076591154
4,0.2273438274860382,3.742985248565674,0.34492988133764835
5,0.436576783657074,3.937593936920166,0.3597626752966559
6,0.39356690645217896,4.53113317489624,0.36704422869471415
7,0.40149417519569397,3.516627788543701,0.36947141316073356
8,0.3629004955291748,2.770392656326294,0.3859223300970874
9,0.3186945915222168,3.708530902862549,0.40264293419633224
10,0.3067449629306793,2.810981512069702,0.42961165048543687
11,0.5885895490646362,3.129117012023926,0.41936353829557715
12,0.8867514133453369,1.617973804473877,0.45037756202804746
13,0.6890531182289124,3.509554386138916,0.441747572815534
14,0.49115222692489624,2.4418821334838867,0.465210355987055
15,0.6417917609214783,3.650649070739746,0.4684466019417476
16,1.2118970155715942,1.2616924047470093,0.4797734627831715
17,0.583515465259552,2.589921236038208,0.4819309600862999
18,0.7293848991394043,2.616461992263794,0.4741100323624595
19,0.9157929420471191,1.9118555784225464,0.4878640776699029
20,0.6335943937301636,2.7898640632629395,0.48894282632146707
21,0.8841050267219543,3.797025680541992,0.4967637540453074
22,1.1071572303771973,1.0028831958770752,0.488403451995685
23,0.9751242995262146,5.623834609985352,0.48975188781014023
24,0.7917728424072266,1.94407320022583,0.4975728155339806
25,0.86869215965271,1.3348251581192017,0.47518878101402373
26,0.5449382662773132,1.9954352378845215,0.4929881337648328
27,0.8382159471511841,4.007712364196777,0.47761596548004315
28,0.8514857292175293,1.673475980758667,0.48759439050701187
29,1.0551798343658447,3.1237101554870605,0.48381877022653724
30,1.0055747032165527,5.6896562576293945,0.4792340884573894
31,0.7211982011795044,3.730412006378174,0.46305285868392665
32,0.7131590843200684,1.958597183227539,0.4848975188781014
33,0.7517881393432617,4.042651176452637,0.4552319309600863
34,0.6293924450874329,3.4844284057617188,0.4784250269687163
35,0.8063830137252808,3.509552001953125,0.47249190938511326
36,1.07633376121521,1.0923357009887695,0.47303128371089537
37,1.272023320198059,6.006136417388916,0.46871628910463864
38,0.7887327671051025,4.066804885864258,0.4614347357065804
39,0.8070191144943237,2.1763172149658203,0.47626752966558794
40,0.6955618858337402,1.829281210899353,0.4792340884573894
41,0.41368240118026733,2.38785719871521,0.5056634304207119
